t_index	term	df
6724	life	132
6725	lifeless	1
6726	lifelong	1
6727	lifestyl	2
6728	lifetim	4
6729	lift	81
6730	light	45
6731	light-blu	1
6732	light-brown	2
6733	lightbulb	1
6734	lighter	2
6735	lightheartedli	2
6736	lightli	4
6737	lightn	4
6738	like	347
6739	likelihood	3
6740	liken	1
6741	likin	2
6742	lilic	1
6743	lima	33
6744	limb	12
6745	lime	4
6746	limit	37
6747	limousin	10
6748	limp	5
6749	limpli	1
6750	lincoln	7
6751	linda	6
6752	lindenhurt	2
6753	lindi	1
6754	lindsay	41
6755	lindsey	2
6756	line	156
6757	lineman	1
6758	liner	1
6759	lineup	4
6760	linger	16
6761	linguist	1
6762	link	83
6763	lion	1
6764	lionel	1
6765	lioniz	1
6766	lip	2
6767	lipent	1
6768	lippin	1
6769	lippold	18
6770	liquid	2
6771	lir	1
6772	lisa	17
6773	lisnard	2
6774	list	97
6775	listen	28
6776	lister	1
6777	lists	1
6778	lit	7
6779	liter	12
6780	literaci	1
6781	literatur	2
6782	lith	1
6783	liton	1
6784	litter	3
6785	littl	160
6786	little-known	2
6787	litton	6
6788	littor	1
6789	liturgi	1
6790	liv	1
6791	live	215
6792	liveliest	1
6793	liver	1
6794	ll	88
6795	llagostera	3
6796	lleyton	7
6797	llosa	3
6798	lloyd	3
6799	lo	16
6800	load	50
6801	loader	5
6802	loan	22
6803	loayza	2
6804	lob	8
6805	lobbi	7
6806	lobbyist	1
6807	lobito	2
6808	local	100
6809	locani	2
6810	locat	49
6811	lock	19
6812	locker	1
6813	lockerbi	2
6814	lockup	1
6815	locu	1
6816	lodg	1
6817	loft	2
6818	lofti	2
6819	loftiest	1
6820	log	6
6821	logic	5
6822	logist	12
6823	logvinovich	1
6824	lohna	1
6825	loi	1
6826	loit	1
6827	london	26
6828	london-bas	7
6829	lone	8
6830	long	214
6831	long-abandon	2
6832	long-bitt	1
6833	long-hair	1
6834	long-plan	1
6835	long-rang	1
6836	long-reach	1
6837	long-res	2
6838	long-rul	2
6839	long-shot	1
6840	long-simm	2
6841	long-stand	4
6842	long-suff	1
6843	long-suppress	1
6844	long-term	9
6845	long-tim	4
6846	longer	64
6847	longer-term	2
6848	longest	1
6849	longest-sought	1
6850	longest-surviv	1
6851	longev	1
6852	longshot	1
6853	longstand	4
6854	longtim	26
6855	look	219
6856	look-se	1
6857	lookout	3
6858	loom	7
6859	loop	1
6860	loophol	2
6861	loos	23
6862	loose-end	1
6863	loosen	7
6864	looser	2
6865	loot	11
6866	lopez	6
6867	lopsid	4
6868	loran	6
6869	lord	6
6870	lore	1
6871	lorensen	1
6872	lorenzo	6
6873	lori	1
6874	loron	2
6875	lorri	1
6876	lose	79
6877	loser	7
6878	loss	62
6879	lost	150
6880	lot	132
6881	lott	6
6882	lotteri	1
6883	lou	1
6884	loud	13
6885	loudli	1
6886	loudspeak	9
6887	loug	1
6888	loui	65
6889	louis-area	1
6890	louisiana	6
6891	louisvil	4
6892	lourd	1
6893	lousi	3
6894	love	49
6895	low	36
6896	low-cut	2
6897	low-grad	4
6898	low-incom	2
6899	low-key	3
6900	low-level	6
6901	low-profil	2
6902	low-tech	2
6903	lowel	3
6904	lower	24
6905	lower-level	1
6906	lower-rank	1
6907	lowest	4
6908	lowest-seed	1
6909	loyal	16
6910	loyalist	17
6911	loyalti	8
6912	lsd	1
6913	lt	53
6914	ltd	2
6915	lubbock	1
6916	luci	1
6917	lucia	2
6918	luciano	1
6919	lucio	2
6920	luck	4
6921	lucki	20
6922	luckier	1
6923	luckiest	3
6924	lucr	2
6925	ludwig	1
6926	lugar	3
6927	luggag	1
6928	lui	8
6929	lukin	1
6930	lumber	3
6931	lumberjack	1
6932	luna	1
6933	lunch	12
6934	luncheon	3
6935	lunchtim	2
6936	lung	9
6937	luong	6
6938	lurid	1
6939	lurin	1
6940	lush	1
6941	lust	1
6942	luther	2
6943	lutheran	1
6944	luxembourg	3
6945	luxor	2
6946	luxuri	5
6947	lvador	1
6948	lwr	1
6949	lyhoog	1
6950	lynch	2
6951	lyndon	8
6952	lynn	2
6953	lyon	1
6954	lyric	3
6955	m	257
6956	m-16	1
6957	ma	1
6958	mac	4
6959	macarthur	1
6960	macdonald	4
6961	maceda	11
6962	macedonia	2
6963	machaca	3
6964	machet	6
6965	machin	23
6966	machineri	4
6967	machinist	1
6968	mack	8
6969	macon	1
6970	mad	4
6971	madden	1
6972	maddock	1
6973	made	293
6974	madelein	42
6975	madelin	4
6976	madinat	1
6977	madison	3
6978	madix	1
6979	madra	4
6980	madrassah	1
6981	madrid	14
6982	maelstrom	1
6983	mafia	3
6984	magana	6
6985	maganbhai	4
6986	magazin	13
6987	mager	1
6988	maggi	1
6989	magic	2
6990	magistr	3
6991	magnanim	3
6992	magnat	3
6993	magnet	1
6994	magnifi	4
6995	magnific	1
6996	magnitogorsk	2
6997	magnitud	40
6998	magnitude-5	1
6999	magnitude-6	3
7000	magnitude-7	11
7001	magnu	14
7002	magnum	4
7003	mahajan	2
7004	mahatma	1
7005	mahesh	1
7006	mahmood	1
7007	mahmoud	1
7008	mahogani	1
7009	mahopac	1
7010	mahur	3
7011	maiden	1
7012	mail	14
7013	maim	3
7014	main	117
7015	mainagashev	1
7016	mainland	1
7017	mainli	17
7018	mainstay	1
7019	maintain	48
7020	mainten	19
7021	mainupl	1
7022	maj	5
7023	majdanpek	1
7024	majoli	6
7025	major	198
7026	major-parti	1
7027	majority-albanian	1
7028	make	263
7029	make-shift	1
7030	maker	2
7031	makeshift	16
7032	maketa	1
7033	makeup	1
7034	malaysia	4
7035	malaysian	3
7036	malca	1
7037	malcolm	2
7038	male	2
7039	malevol	4
7040	malfunct	13
7041	malhotra	1
7042	mali	3
7043	malic	2
7044	maliss	1
7045	malivai	1
7046	mall	5
7047	malnourish	1
7048	malnutrit	1
7049	malon	1
7050	maloney	2
7051	mama	1
7052	mamad	2
7053	mamansk	1
7054	mammoth	2
7055	man	202
7056	man-mad	2
7057	man-siz	2
7058	manag	88
7059	manama	4
7060	mananga	1
7061	manannikova	1
7062	manau	1
7063	manchest	1
7064	mandat	9
7065	mandatori	7
7066	mandela	1
7067	maneuv	27
7068	mangal	1
7069	mangl	12
7070	mangu	1
7071	manhattan	10
7072	manhunt	27
7073	mani	345
7074	mania	3
7075	manifest	1
7076	manifold	1
7077	manind	1
7078	manipul	27
7079	mann	4
7080	manner	15
7081	manorama	1
7082	mansfield	1
7083	mansi	1
7084	mansion	21
7085	mansoob	1
7086	mansoon	1
7087	mantra	4
7088	manual	2
7089	manuel	5
7090	manufactur	12
7091	maoist	2
7092	map	8
7093	maquiladora	1
7094	mar	20
7095	maradiaga	1
7096	maraniss	1
7097	marat	27
7098	marathon	6
7099	marbella	1
7100	marbl	2
7101	marble-hal	1
7102	marburi	1
7103	marc	23
7104	marcela	1
7105	marcelo	2
7106	march	59
7107	marchenko	1
7108	marcher	6
7109	marci	1
7110	marco	7
7111	marg	1
7112	margaret	4
7113	margin	25
7114	margolin	2
7115	mari	27
7116	maria	13
7117	mariam	1
7118	mariana	2
7119	mariano	1
7120	marietta	3
7121	marija	1
7122	marijuana	5
7123	marilyn	4
7124	marin	39
7125	marine-born	1
7126	mario	9
7127	marit	2
7128	maritim	17
7129	marjanov	2
7130	mark	85
7131	market	33
7132	marketplac	2
7133	marko	11
7134	markov	10
7135	marlborough	2
7136	marlen	2
7137	marlin	15
7138	marlton	1
7139	marmian	1
7140	maroon	1
7141	marquez	15
7142	marrero	2
7143	marri	7
7144	marriag	5
7145	marroquin	1
7146	marrow	1
7147	marsha	1
7148	marshal	12
7149	marshallfor	1
7150	marshallreport	1
7151	marta	2
7152	martha	2
7153	marti	1
7154	martial	1
7155	martin	20
7156	martina	40
7157	martinez	8
7158	martyr	3
7159	martz	1
7160	marv	1
7161	marvel	2
7162	marxist	11
7163	maryland	3
7164	masia	1
7165	mask	5
7166	mason-dixon	3
7167	masonri	11
7168	masquerad	1
7169	mass	38
7170	massachusett	5
7171	massacr	6
7172	masseus	1
7173	massi	2
7174	massif	1
7175	massiv	65
7176	mast	1
7177	master	10
7178	masteri	1
7179	mastermind	33
7180	mat	1
7181	match	68
7182	matchup	6
7183	mate	18
7184	materi	42
7185	math	1
7186	mathemat	3
7187	mathewson	2
7188	mathieu	1
7189	matic	4
7190	matt	1
7191	matter	76
7192	matter-of-fact	1
7193	matthew	8
7194	mattingli	1
7195	mattress	5
7196	matur	2
7197	mauresmo	6
7198	mauricio	1
7199	mauritania	4
7200	mauro	1
7201	mausoleum	3
7202	maxim	2
7203	maximalist	1
7204	maximum	20
7205	maximum-secur	17
7206	may	268
7207	mayb	39
7208	mayhem	3
7209	mayor	30
7210	maze	2
7211	mbeki	3
7212	mcalest	3
7213	mcarthur	1
7214	mcauliff	4
7215	mcavoy	1
7216	mccain	5
7217	mccarthi	2
7218	mcclean	1
7219	mcclure	1
7220	mccollum	7
7221	mccomb	1
7222	mcconnel	1
7223	mcdaniel	1
7224	mcdonald	2
7225	mcdoogl	3
7226	mcdougal	12
7227	mcduff	1
7228	mcduge	1
7229	mcenro	2
7230	mcgwire	2
7231	mci	1
7232	mcintosh	1
7233	mcnamara	1
7234	mcveigh	1
7235	md	6
7236	meager	2
7237	meal	6
7238	mean	99
7239	meaning	2
7240	meant	22
7241	meantim	14
7242	meanwhil	74
7243	measur	69
7244	meat	3
7245	mecca	2
7246	mechan	10
7247	mechanicsvil	3
7248	medal	10
7249	medalist	5
7250	media	68
7251	mediat	16
7252	medic	92
7253	medicar	13
7254	medicin	18
7255	medina	5
7256	medinat	2
7257	mediterranean	6
7258	medium	3
7259	medium-level	1
7260	medium-secur	2
7261	meena	1
7262	meet	171
7263	megaphon	1
7264	meghann	3
7265	megrahi	1
7266	meguid	1
7267	mehta	3
7268	mei	1
7269	mel	67
7270	mela	3
7271	melancholi	1
7272	melbourn	28
7273	mele	7
7274	melissa	7
7275	mell	1
7276	mellman	1
7277	melros	1
7278	melt	3
7279	melvin	4
7280	member	195
7281	membership	4
7282	memento	1
7283	memo	5
7284	memoir	1
7285	memor	4
7286	memorandum	1
7287	memori	58
7288	memphi	1
7289	men	217
7290	menac	1
7291	mend	3
7292	menet	1
7293	mengistu	1
7294	mensch	1
7295	mental	15
7296	mention	37
7297	mentor	1
7298	menu	2
7299	mer	1
7300	merced	3
7301	merchant	6
7302	merci	6
7303	merciless	1
7304	mere	17
7305	merg	3
7306	merger	2
7307	meri	2
7308	merianov	1
7309	merit	13
7310	merlin	1
7311	mermonsk	1
7312	mermosk	1
7313	mern	1
7314	merri	2
7315	mershon	8
7316	mesh	2
7317	mesmer	1
7318	mess	17
7319	messag	44
7320	messeng	1
7321	met	80
7322	metal	32
7323	metal-cutt	1
7324	metal-edg	1
7325	metal-sl	1
7326	metallurg	2
7327	metaphor	3
7328	meteorolog	6
7329	meteorologist	3
7330	meter	2
7331	method	15
7332	methodist	2
7333	methodolog	1
7334	methyl	1
7335	meticul	4
7336	metropolitan	1
7337	mexican	4
7338	mexico	34
7339	mi	2
7340	mia	12
7341	miami	13
7342	miami-d	1
7343	miami-dad	2
7344	miand	1
7345	micandinov	1
7346	mich	7
7347	michael	43
7348	michal	3
7349	michel	4
7350	michella	1
7351	michigan	18
7352	mickelson	3
7353	mickli	1
7354	microphon	2
7355	microscop	2
7356	micunov	1
7357	mid	5
7358	mid-1980	1
7359	mid-1990	10
7360	mid-1996	1
7361	mid-30	1
7362	mid-40	1
7363	mid-90	1
7364	mid-afternoon	5
7365	mid-day	1
7366	mid-decemb	2
7367	mid-gulf	1
7368	mid-morn	1
7369	mid-novemb	2
7370	mid-octob	1
7371	mid-septemb	4
7372	midafternoon	1
7373	midday	11
7374	middl	125
7375	middle-class	8
7376	mideast	25
7377	midnight	19
7378	midpoint	1
7379	midsect	3
7380	midst	7
7381	midstream	1
7382	midway	2
7383	midweek	1
7384	midwest	3
7385	midwestern	1
7386	mif	1
7387	mift	1
7388	mig	1
7389	might	173
7390	mighti	3
7391	migrant	2
7392	migrat	5
7393	miguel	11
7394	mihailova	1
7395	mihajlov	3
7396	miiltari	1
7397	mik	1
7398	mike	22
7399	mikhail	8
7400	mikhailov	1
7401	mikilo	1
7402	miklaszeski	1
7403	miklaszewski	14
7404	miklaszweski	1
7405	mil	19
7406	milagro	2
7407	milan	10
7408	milanko	1
7409	milanov	2
7410	mild	7
7411	mildli	1
7412	mildr	1
7413	mile	129
7414	mileston	2
7415	milica	2
7416	milit	38
7417	militantli	2
7418	militar	3
7419	militari	281
7420	militarili	8
7421	military-styl	1
7422	military-tim	1
7423	militia	2
7424	militiamen	1
7425	milivoj	1
7426	milivojev	1
7427	milk	1
7428	milken	17
7429	mill	4
7430	millenni	1
7431	millennium	4
7432	miller	6
7433	millimet	2
7434	million	191
7435	million-dollar	1
7436	millionair	15
7437	milo	3
7438	milosev	134
7439	milosevic-control	7
7440	milosov	1
7441	milovan	2
7442	milroy	1
7443	milutin	4
7444	milutinov	9
7445	milwauke	3
7446	min	1
7447	minaret	2
7448	minc	1
7449	mind	36
7450	minder	1
7451	mindset	1
7452	mine	46
7453	mine-infest	1
7454	mine-remov	1
7455	minefield	1
7456	miner	20
7457	minesweep	1
7458	ming	1
7459	mingl	3
7460	minh	24
7461	miniatur	1
7462	minim	3
7463	minimum	13
7464	minist	171
7465	ministri	35
7466	minivan	1
7467	minn	3
7468	minneapoli	2
7469	minner	1
7470	minnesota	12
7471	minnesotan	1
7472	minor	39
7473	mint	1
7474	minu	4
7475	minus-13	2
7476	minus-7	2
7477	minut	92
7478	mira	3
7479	miracl	10
7480	miracul	6
7481	miranda	3
7482	mirco	1
7483	miriam	1
7484	mirjana	9
7485	mirko	2
7486	miroljub	1
7487	miroslav	2
7488	miroslava	2
7489	mirror	3
7490	misappli	2
7491	miscalcul	1
7492	misconduct	1
7493	misconstru	1
7494	miscu	1
7495	misde	2
7496	misdemeanor	8
7497	miser	4
7498	miseri	1
7499	misfir	3
7500	misfortun	1
7501	misguid	1
7502	misha	2
7503	mishandl	6
7504	mishap	1
7505	mishra	1
7506	misinform	2
7507	misl	2
7508	mislead	1
7509	mismanag	3
7510	mismatch	4
7511	misnom	1
7512	mispronounc	1
7513	misrepres	1
7514	misrepresent	1
7515	miss	151
7516	missil	52
7517	mission	55
7518	missionari	3
7519	mississippi	13
7520	missouri	67
7521	missouri-columbia	1
7522	missourian	6
7523	misspel	1
7524	misstat	3
7525	misstep	2
7526	mistak	32
7527	mistaken	3
7528	mistreat	4
7529	mistress	6
7530	mistrust	1
7531	misunderstand	3
7532	misunderstood	4
7533	misus	2
7534	mitch	5
7535	mitchel	7
7536	mitic	2
7537	mitig	5
7538	mitra	1
7539	mitrovica	1
7540	mittman	1
7541	mix	26
7542	mixtur	3
7543	mladic	2
7544	mladjan	3
7545	mo	11
7546	moammar	1
7547	moan	1
7548	mob	27
7549	mobil	17
7550	mock	5
7551	mockeri	1
7552	mode	4
7553	model	12
7554	moder	29
7555	modern	24
7556	modest	7
7557	modifi	6
7558	mofrt	1
7559	mogul	5
7560	moham	24
7561	mohammad	1
7562	mohm	1
7563	mohsen	3
7564	moin	1
7565	molass	1
7566	mold	1
7567	mole	1
7568	molest	1
7569	molotov	1
7570	mom	5
7571	momcilo	1
7572	moment	110
7573	moment-by-mo	1
7574	moments	1
7575	momentum	12
7576	momir	5
7577	mommi	1
7578	mona	1
7579	monarch	1
7580	monarchi	1
7581	monasteri	1
7582	monday	207
7583	monetari	13
7584	money	110
7585	money-laund	6
7586	mong	1
7587	monger	1
7588	monica	32
7589	moniqu	1
7590	monitor	15
7591	monopol	1
7592	monoxid	2
7593	monsignor	1
7594	mont	1
7595	montana	9
7596	montecino	5
7597	montelo	1
7598	montenegrin	7
7599	montenegro	23
7600	montesino	41
7601	montesseno	1
7602	montgomeri	2
7603	month	261
7604	monthli	1
7605	monthlong	1
7606	monticello	1
7607	montonegro	1
7608	montono	1
7609	montoursvil	1
7610	monument	3
7611	moo	1
7612	mood	19
7613	moolgd	1
7614	moon	1
7615	mooney	1
7616	mooni	1
7617	moor	35
7618	moorin	1
7619	moot	1
7620	mope	1
7621	moral	38
7622	morali	1
7623	morariu	4
7624	moratorium	5
7625	more-limit	1
7626	moreno	8
7627	moreov	2
7628	moresmo	1
7629	morgan	1
7630	morgu	8
7631	mori	5
7632	morison	1
7633	mork	1
7634	morn	138
7635	moroccan	1
7636	morocco	8
7637	moros	1
7638	morph	1
7639	morrano	1
7640	morri	2
7641	morrisvil	2
7642	mortal	2
7643	mortar	4
7644	morton	3
7645	moscow	79
7646	mosqu	14
7647	mosquito	1
7648	mossad	1
7649	most-visit	1
7650	most-want	7
7651	mostli	45
7652	motahar	1
7653	motel	8
7654	motel-apart	1
7655	moth	1
7656	mother	64
7657	motherland	1
7658	motherless	1
7659	motion	11
7660	motiv	19
7661	motley	1
7662	motor	19
7663	motorbik	1
7664	motorcad	11
7665	motorcycl	6
7666	motorist	1
7667	motsak	4
7668	motto	2
7669	mound	11
7670	mount	38
7671	mountain	37
7672	mountainsid	6
7673	mountaintop	1
7674	mourn	21
7675	mourner	12
7676	mourton	1
7677	mouth	4
7678	mouthpiec	3
7679	move	211
7680	movement	37
7681	mover	3
7682	movi	9
7683	movie-star	1
7684	mow	2
7685	moya	10
7686	moynihan	5
7687	moyo	1
7688	mozambiqu	2
7689	mph	16
7690	mr	151
7691	mra	2
7692	mrclinton	1
7693	ms	4
7694	msnbc	5
7695	mtv	1
7696	mubarak	6
7697	much	251
7698	much-await	1
7699	much-talked-about	1
7700	mud	23
7701	mud-brick	2
7702	mud-cov	1
7703	muddi	4
7704	muddl	3
7705	mudslid	5
7706	mueller	5
7707	muezzin	1
7708	muffl	3
7709	mug	2
7710	mugab	1
7711	muham	1
7712	muhammad	7
7713	mujahedeen	1
7714	mujahedin	1
7715	mujahid	1
7716	mull	3
7717	mullah	1
7718	mulligan	1
7719	mullin	9
7720	mulshankar	3
7721	multi-million	1
7722	multifacet	2
7723	multilingu	1
7724	multimillion-dollar	2
7725	multimillionair	3
7726	multin	4
7727	multiparti	2
7728	multipl	11
7729	multipli	1
7730	multistori	7
7731	multitud	2
7732	mum	2
7733	mumbai	1
7734	munchak	1
7735	mundan	2
7736	munich	1
7737	municip	17
7738	munit	3
7739	muprhi	1
7740	muqbel	1
7741	murder	52
7742	murdoch	1
7743	murk	1
7744	murki	3
7745	murmansk	5
7746	murmosk	1
7747	murousi	1
7748	murphi	21
7749	murray	2
7750	murtza	1
7751	muscl	4
7752	muscular	1
7753	muse	1
7754	museum	7
7755	musharraf	4
7756	music	13
7757	musician	2
7758	muslim	58
7759	must	123
7760	mustach	2
7761	muster	1
7762	mustn	3
7763	mute	9
7764	mutil	2
7765	mutin	1
7766	mutini	7
7767	muttawakil	1
7768	mutter	1
7769	mutual	1
7770	myakka	1
7771	myasthenia	1
7772	mydan	1
7773	myer	4
7774	myong	2
7775	mysteri	17
7776	mystiqu	1
7777	myth	2
7778	mythic	1
7779	n	72
7780	naacp	1
7781	nab	2
7782	nabil	1
7783	nachtig	4
7784	nacion	1
7785	nadejda	1
7786	nader	12
7787	nadia	1
7788	nadler	1
7789	nadu	1
7790	nagel	1
7791	nagl	1
7792	nagyova	3
7793	nai	1
7794	nail-bit	1
7795	nail-stud	2
7796	naina	5
7797	nainabehn	1
7798	nairobi	6
7799	nairri	1
7800	naiv	1
7801	naji	1
7802	najjar	1
7803	nake	2
7804	nam	4
7805	namast	1
7806	nambiar	1
7807	name	162
7808	namesak	1
7809	namrata	5
7810	nanci	3
7811	nanni	1
7812	nanuet	1
7813	naoya	1
7814	nap	2
7815	narayan	2
7816	narayanan	1
7817	narbheram	1
7818	narcot	13
7819	narr	1
7820	narrow	28
7821	narrow-lan	1
7822	narrowli	9
7823	nasa	1
7824	nasdaq	1
7825	nashvil	7
7826	nasir	1
7827	nasr	1
7828	nassou	2
7829	nasti	1
7830	nastier	1
7831	natalia	1
7832	nath	1
7833	nati	1
7834	nation	331
7835	nation-wid	1
7836	nationalcop	1
7837	nationalist	15
7838	nationwid	20
7839	nativ	18
7840	nato	47
7841	nato-l	1
7842	natop	1
7843	natta	1
7844	natter	11
7845	natur	48
7846	nauf	1
7847	navajo	4
7848	naval	108
7849	navarro	1
7850	navasota	1
7851	navcent_pag	2
7852	navel	1
7853	navi	230
7854	navig	2
7855	navnirman	1
7856	navpalib	4
7857	navrotski	8
7858	navstanorva	1
7859	navy-blu	1
7860	navy-l	1
7861	navy-town	1
7862	navymen	2
7863	nazi	3
7864	nbc	65
7865	nbc-new	1
7866	ne	1
7867	nea	1
7868	near	179
7869	near-miracul	1
7870	near-savag	2
7871	nearbi	66
7872	nearest	1
7873	nearli	115
7874	neat	4
7875	neatli	1
7876	neb	1
7877	nebojsa	15
7878	nebraska	4
7879	necess	2
7880	necessari	30
7881	necessarili	8
7882	necessit	3
7883	neck	6
7884	neck-and-neck	3
7885	ned	1
7886	need	210
7887	needi	1
7888	neediest	1
7889	needl	1
7890	neeman	1
7891	neg	12
7892	negat	1
7893	neglect	2
7894	neglig	4
7895	negoti	63
7896	neighbor	83
7897	neighborhood	54
7898	neighborli	5
7899	neil	2
7900	neill	3
7901	neither	38
7902	nelli	1
7903	nelson	8
7904	nemesi	4
7905	nemeth	1
7906	nena	1
7907	nenad	10
7908	nenadov	1
7909	nene	1
7910	neo-communist	7
7911	nepal	8
7912	nephew	5
7913	neruda	2
7914	nerv	5
7915	nervou	12
7916	nervous	4
7917	nese	1
7918	ness	1
7919	nest	1
7920	net	81
7921	netherland	15
7922	network	61
7923	neutral	4
7924	nevada	7
7925	never	143
7926	never-say-quit	1
7927	nevertheless	9
7928	nevypolneniy	1
7929	new	401
7930	new-found	1
7931	newark	1
7932	newburi	21
7933	newcomb	1
7934	newer	1
7935	newest	6
7936	newfound	1
7937	newli	34
7938	newlyw	2
7939	newport	2
7940	news	350
7941	news-stori	1
7942	news_stori	3
7943	newscast	7
7944	newslett	4
7945	newsmagazin	1
7946	newsnow	1
7947	newspap	58
7948	newsroom	1
7949	newsstand	1
7950	newsweek	3
7951	newswir	1
7952	next	235
7953	next-door	2
7954	next-of-kin	1
7955	next-to-last	1
7956	nfl	1
7957	ng	2
7958	nga	4
7959	ngan	1
7960	ngo	2
7961	ngoc	2
7962	nguessan	2
7963	nguyen	4
7964	nhan	1
7965	nhema	1
7966	ni	10
7967	nic	1
7968	nicaragua	3
7969	nice	10
7970	niceti	1
7971	nich	1
7972	nichola	2
7973	nick	4
7974	nicknam	5
7975	nicodem	2
7976	nicol	3
7977	nicola	8
7978	nidal	1
7979	niec	1
7980	nielsen	1
7981	nien	2
7982	nieto	1
7983	nigeria	7
7984	nigerian	1
7985	night	196
7986	night-vis	1
7987	nightclub	3
7988	nightfal	3
7989	nightgown	2
7990	nightli	2
7991	nightmar	6
7992	nightmarish	1
7993	nighttim	5
7994	nighttime-in-cloud	1
7995	nikit	1
7996	nikol	2
7997	nikola	3
7998	niksic	2
7999	nimesh	1
8000	nin	2
8001	nina	5
8002	nine	37
8003	nine-hour	1
8004	nine-pag	1
8005	nine-point	1
8006	nine-stori	1
8007	nine-year-old	1
8008	nineti	1
8009	nino	1
8010	ninth	20
8011	nip	2
8012	nirmala	1
8013	nissan	3
8014	nitex	2
8015	nitrat	1
8016	nitty-gritti	1
8017	nixon	17
8018	nleomf	1
8019	nn	1
8020	no-show	1
8021	no-vot	1
8022	nobl	3
8023	nobleman	1
8024	nobodi	39
8025	nod	2
8026	noi	1
8027	nois	6
8028	noisi	1
8029	nolan	1
8030	noman	1
8031	nomin	17
8032	nomine	14
8033	non-classifi	1
8034	non-clear	1
8035	non-discrimin	1
8036	non-gover	1
8037	non-government	1
8038	non-jew	1
8039	non-jewish	1
8040	non-militari	1
8041	non-muslim	1
8042	non-saudi	1
8043	non-viol	1
8044	non-yemeni	9
8045	nonchalantli	1
8046	noncommiss	1
8047	none	44
8048	nonessenti	3
8049	nonetheless	9
8050	nonexist	5
8051	nongovern	2
8052	nonneman	1
8053	nonpartisan	6
8054	nonpolit	2
8055	nonprofit	3
8056	nonsens	1
8057	nonspecif	1
8058	nonstat	1
8059	nonstop	4
8060	nonviol	7
8061	nonword	1
8062	noon	13
8063	noparolepelti	2
8064	norah	1
8065	norfolk	67
8066	norm	3
8067	normal	69
8068	normalci	1
8069	norman	19
8070	north	78
8071	northeast	10
8072	northeastern	6
8073	northern	59
8074	northern-bas	3
8075	northup	4
8076	northward	1
8077	northwest	17
8078	northwestern	3
8079	norton	1
8080	norway	14
8081	norwegian	43
8082	norwegian-own	1
8083	nose	3
8084	nostalgia	1
8085	notabl	10
8086	notch	4
8087	note	70
8088	notebook	2
8089	noth	81
8090	notic	19
8091	notif	1
8092	notifi	20
8093	notion	4
8094	notori	6
8095	notorieti	1
8096	notr	2
8097	notwithstand	2
8098	nov	38
8099	novel	2
8100	novelist	2
8101	novemb	34
8102	novi	4
8103	novic	1
8104	novost	1
8105	novosti	3
8106	now	405
8107	now-	1
8108	now-defunct	1
8109	now-demolish	1
8110	now-disqualifi	2
8111	now-fugit	1
8112	now-oust	3
8113	nowaday	1
8114	nowher	8
8115	npr	9
8116	ntsb	5
8117	nuanc	1
8118	nuclear	48
8119	nuclear-pow	4
8120	nude	1
8121	nudg	3
8122	nuffer	1
8123	null	1
8124	nullifi	9
8125	numb	1
8126	number	145
8127	numer	21
8128	nun	1
8129	nuria	3
8130	nurs	8
8131	nurtur	2
8132	nuvajubhai	1
8133	nw	1
8134	ny	1
8135	nytim	1
8136	o	17
8137	oa	2
8138	oakland	1
8139	oasi	2
8140	oath	13
8141	oath-tak	1
8142	oaxa	1
8143	obedi	2
8144	obey	9
8145	obituari	1
8146	object	36
8147	oblig	9
8148	obliqu	1
8149	obliter	2
8150	obrad	1
8151	obradov	3
8152	obrenovac	1
8153	obscen	2
8154	obscur	5
8155	observ	45
8156	observatori	1
8157	obsess	2
8158	obstacl	14
8159	obstinaci	1
8160	obstruct	3
8161	obstructionist	1
8162	obtain	61
8163	obviou	12
8164	obvious	46
8165	obyazatelstv	1
8166	occas	19
8167	occasion	14
8168	occup	9
8169	occupi	16
8170	occur	67
8171	ocean	13
8172	ochoa	3
8173	oct	112
8174	oct2000	1
8175	octob	75
8176	octopu	3
8177	odci	4
8178	odd	10
8179	odeh	1
8180	odium	1
8181	odlon	1
8182	odolon	1
8183	off-bal	1
8184	off-camera	1
8185	off-post	1
8186	off-season	2
8187	off-shor	1
8188	off-the-cuff	1
8189	offenc	1
8190	offend	13
8191	offens	16
8192	offer	128
8193	offic	364
8194	offici	496
8195	offshoot	1
8196	offshor	11
8197	ofici	1
8198	often	62
8199	often-thuggish	2
8200	ofussia	1
8201	ogen	1
8202	ognjen	1
8203	oh	14
8204	ohio	9
8205	oht	2
8206	oik	1
8207	oil	43
8208	oil-consum	1
8209	oil-dril	1
8210	oil-produc	2
8211	oil-rich	3
8212	oil-trad	1
8213	oiler	2
8214	oilfield	1
8215	oili	4
8216	ojdan	3
8217	ok	15
8218	okay	8
8219	okaz	1
8220	okla	2
8221	oklahoma	13
8222	oklia	1
8223	old	78
8224	old-fashion	1
8225	old-styl	1
8226	old-tim	1
8227	olden	1
8228	older	9
8229	oldest	9
8230	oleg	2
8231	olga	3
8232	oliv	4
8233	oliva	2
8234	olive-green	1
8235	olivera	5
8236	olivo	1
8237	oloroc	1
8238	olsen	3
8239	olson	1
8240	olymp	16
8241	olympia	3
8242	olympian	1
8243	om	1
8244	omah	1
8245	oman	4
8246	omar	9
8247	ombudsman	4
8248	omen	3
8249	omin	2
8250	omiss	2
8251	omit	2
8252	omnivor	1
8253	on-court	2
8254	on-scen	1
8255	onal	1
8256	onboard	4
8257	onc	127
8258	once-bustl	1
